web-scraper-order,web-scraper-start-url,link,link-href,brand,product_name,category,price,rating,number_of_reviews,number_of_recommendations,repurchase_yes,repurchase_no,repurchase_maybe,repurchase_yes_num,repurchase_no_num,rating_imputed_mean,rating_imputed_median,number_of_recommendations_imputed_mean,number_of_recommendations_imputed_median,repurchase_yes_num_imputed_mean,repurchase_yes_num_imputed_median,repurchase_no_num_imputed_mean,repurchase_no_num_imputed_median
1639359372-2019,https://www.sociolla.com/146-face?page=12,,https://www.sociolla.com/compact-powder/10716-exclusive-creamy-foundation,Wardah,Exclusive Creamy Foundation,Exclusive Creamy Foundation,Rp 94.500,4.3,(69),60.0,Yes (37),No (10),Maybe (22),37.0,10.0,4.3,4.3,60.0,60.0,37.0,37.0,10.0,10.0
1639358293-1850,https://www.sociolla.com/146-face?page=24,,https://www.sociolla.com/compact-powder/53955-flawless-matte-two-way-cake,YOU Makeups,Flawless  Matte Two Way Cake,Flawless  Matte Two Way Cake,Rp 89.000Rp 75.650,4.2,(4),3.0,Yes (2),No (1),Maybe (1),2.0,1.0,4.2,4.2,3.0,3.0,2.0,2.0,1.0,1.0
1639358504-1879,https://www.sociolla.com/146-face?page=22,,https://www.sociolla.com/cake-foundation/13132-jedar-air-cushion,Jedar Cosmetic,Jedar Air Cushion,Jedar Air Cushion,Rp 225.000,3.8,(2),1.0,Yes (0),No (1),Maybe (1),0.0,1.0,3.8,4.2,1.0,2.0,0.0,1.0,1.0,1.0
1639359913-2094,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/contour/16354-perfecting-contouring-powder-palette,NOTE COSMETICS,Perfecting Contouring Powder Palette,Perfecting Contouring Powder Palette,Rp 119.000Rp 77.350,4.7,(28),28.0,Yes (21),No (0),Maybe (7),21.0,0.0,4.7,4.6,28.0,28.0,21.0,21.0,0.0,0.0
1639359284-2008,https://www.sociolla.com/146-face?page=13,,https://www.sociolla.com/setting-spray/53816-shield-up-face-fixer,Saat Insight,Shield Up Face Fixer,Shield Up Face Fixer,Rp 270.000Rp 119.000,4.6,(1),1.0,Yes (0),No (0),Maybe (1),0.0,0.0,4.6,4.6,1.0,2.0,0.0,1.0,0.0,0.0
1639360463-2168,https://www.sociolla.com/146-face?page=2,,https://www.sociolla.com/blush/3949-cheeklit-pressed-blush,Emina,Cheeklit Pressed Blush,Cheeklit Pressed Blush,Rp 38.000Rp 28.500 - Rp 34.200,4.4,"(8,4k)",8162.0,"Yes (6,2k)",No (473),"Maybe (1,8k)",6.0,473.0,4.4,4.4,8162.0,228.0,6.0,6.0,473.0,17.0
1639359392-2022,https://www.sociolla.com/146-face?page=12,,https://www.sociolla.com/liquid-foundation/54891-liquid-foudation,Implora,Seamless Liquid Foundation,Seamless Liquid Foundation,Rp 60.000,4.6,(15),14.0,Yes (12),No (0),Maybe (3),12.0,0.0,4.6,4.6,14.0,14.0,12.0,12.0,0.0,0.0
1639359745-2072,https://www.sociolla.com/146-face?page=9,,https://www.sociolla.com/liquid-foundation/12188-powerskin-water-charge-moisturizer,Make Over,Powerskin Water Charge Moisturizer,Powerskin Water Charge Moisturizer,Rp 131.000,4.6,(145),135.0,Yes (93),No (11),Maybe (41),93.0,11.0,4.6,4.6,135.0,135.0,93.0,93.0,11.0,11.0
1639359833-2084,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/liquid-foundation/3780-exclusive-liquid-foundation-20-ml,Wardah,Exclusive Liquid Foundation - 20 ml,Exclusive Liquid Foundation - 20 ml,Rp 82.000,4.1,"(1,1k)",921.0,Yes (444),No (256),Maybe (390),444.0,256.0,4.1,4.2,921.0,228.0,444.0,115.0,256.0,17.0
1639358624-1900,https://www.sociolla.com/146-face?page=21,,https://www.sociolla.com/setting-spray/57885-pixy-glowssentials-vitamin-infused-brightening-mist,Pixy,PIXY Glowssentials Vitamin Infused Brightening Mist,PIXY Glowssentials Vitamin Infused Brightening Mist,Rp 31.000,4.7,(19),11.0,Yes (17),No (0),Maybe (2),17.0,0.0,4.7,4.6,11.0,11.0,17.0,17.0,0.0,0.0
1639358514-1881,https://www.sociolla.com/146-face?page=22,,https://www.sociolla.com/loose-powder/12628-loose-powder,Zoya Cosmetics,Loose Powder,Loose Powder,Rp 40.000,4.0,(52),44.0,Yes (15),No (13),Maybe (24),15.0,13.0,4.0,4.2,44.0,44.0,15.0,15.0,13.0,13.0
1639359096-1977,https://www.sociolla.com/146-face?page=15,,https://www.sociolla.com/face-palette/55111-jacquelle-disney-edition-complete-me-face-palette,Jacquelle,Jacquelle Disney Edition Complete Me! Face Palette,Jacquelle Disney Edition Complete Me! Face Palette,Rp 269.000,4.9,(674),421.0,Yes (626),No (4),Maybe (44),626.0,4.0,4.9,4.6,421.0,228.0,626.0,115.0,4.0,4.0
1639358780-1926,https://www.sociolla.com/146-face?page=19,,https://www.sociolla.com/blush/39325-aqua-blush,Bourjois,Aqua Blush,Aqua Blush,Rp 189.000,4.5,(4),3.0,Yes (0),No (2),Maybe (2),0.0,2.0,4.5,4.5,3.0,3.0,0.0,1.0,2.0,2.0
1639359398-2023,https://www.sociolla.com/146-face?page=12,,https://www.sociolla.com/bb-cc-cream/25121-total-cover-bb-femme-cushion,Madame Gie,Total Cover BB Cushion,Total Cover BB Cushion,Rp 152.000Rp 98.800,4.4,(42),38.0,Yes (22),No (5),Maybe (15),22.0,5.0,4.4,4.4,38.0,38.0,22.0,22.0,5.0,5.0
1639360213-2132,https://www.sociolla.com/146-face?page=4,,https://www.sociolla.com/setting-spray/59995-mist-universe-setting-spray,Wardah,,,,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639358919-1950,https://www.sociolla.com/146-face?page=18,,https://www.sociolla.com/bb-cc-cream/38999-123-perfect-cc-cream-3-pigments,Bourjois,123 Perfect CC Cream 3 Pigments,123 Perfect CC Cream 3 Pigments,Rp 202.000,4.3,(4),4.0,Yes (2),No (1),Maybe (1),2.0,1.0,4.3,4.3,4.0,4.0,2.0,2.0,1.0,1.0
1639360217-2133,https://www.sociolla.com/146-face?page=4,,https://www.sociolla.com/blush/60026-colorfit-cream-blush,Wardah,Colorfit Cream Blush,Colorfit Cream Blush,Rp 50.000,4.8,(19),15.0,Yes (18),No (0),Maybe (1),18.0,0.0,4.8,4.6,15.0,15.0,18.0,18.0,0.0,0.0
1639360158-2124,https://www.sociolla.com/146-face?page=5,,https://www.sociolla.com/loose-powder/55355-colorfit-mattifying-powder,Wardah,Colorfit Mattifying Powder,Colorfit Mattifying Powder,Rp 84.000,4.6,(75),58.0,Yes (59),No (3),Maybe (13),59.0,3.0,4.6,4.6,58.0,58.0,59.0,59.0,3.0,3.0
1639358600-1896,https://www.sociolla.com/146-face?page=21,,https://www.sociolla.com/liquid-foundation/7506-hd-liquid-coverage-foundation,Catrice,HD Liquid Coverage Foundation,HD Liquid Coverage Foundation,Rp 135.000,4.4,(385),359.0,Yes (225),No (50),Maybe (110),225.0,50.0,4.4,4.4,359.0,228.0,225.0,115.0,50.0,17.0
1639359115-1980,https://www.sociolla.com/146-face?page=15,,https://www.sociolla.com/foundation/16876-studio-coverage-liquid-foundation,PAC,Studio Coverage Liquid Foundation,Studio Coverage Liquid Foundation,Rp 346.500,5.0,(2),1.0,Yes (2),No (0),Maybe (0),2.0,0.0,5.0,4.6,1.0,2.0,2.0,2.0,0.0,0.0
1639359875-2090,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/loose-powder/55842-no-sebum-moisture-powder-5g,Innisfree,No Sebum Moisture Powder,No Sebum Moisture Powder,Rp 120.000,4.4,(18),12.0,Yes (13),No (2),Maybe (3),13.0,2.0,4.4,4.4,12.0,12.0,13.0,13.0,2.0,2.0
1639359924-2096,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/liquid-foundation/2321-ultra-cover-liquid-matte-foundation,Make Over,Ultra Cover Liquid Matte Foundation,Ultra Cover Liquid Matte Foundation,Rp 149.000,4.5,(416),385.0,Yes (299),No (30),Maybe (87),299.0,30.0,4.5,4.5,385.0,228.0,299.0,115.0,30.0,17.0
1639360059-2111,https://www.sociolla.com/146-face?page=6,,https://www.sociolla.com/pressed-powder/48737-phan-phu-tu-nhien-kiem-dau-12h-chong-nang-new-york-fit-me-matte-poreless-compact-powder-spf28,Maybelline,FIT ME! 12H Oil Control Powder,FIT ME! 12H Oil Control Powder,Rp 64.000 - Rp 75.000,4.6,(288),243.0,Yes (215),No (10),Maybe (63),215.0,10.0,4.6,4.6,243.0,228.0,215.0,115.0,10.0,10.0
1639358762-1923,https://www.sociolla.com/146-face?page=19,,https://www.sociolla.com/pressed-powder/58082-no-sebum-blotting-pact,Silkygirl,No Sebum Blotting Pact,No Sebum Blotting Pact,Rp 85.000,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639360359-2153,https://www.sociolla.com/146-face?page=3,,https://www.sociolla.com/bb-cc-cream/8010-lightening-bb-cream,Wardah,Lightening BB Cream,Lightening BB Cream,Rp 32.500 - Rp 62.000,4.2,"(3,2k)",2676.0,"Yes (1,4k)",No (718),"Maybe (1,1k)",1.0,718.0,4.2,4.2,2676.0,228.0,1.0,1.0,718.0,17.0
1639358237-1842,https://www.sociolla.com/146-face?page=24,,https://www.sociolla.com/cake-foundation/11363-sheerlasting-gel-cushion,Sulwhasoo,Sheerlasting Gel Cushion,Sheerlasting Gel Cushion,,4.4,(7),7.0,Yes (4),No (1),Maybe (2),4.0,1.0,4.4,4.4,7.0,7.0,4.0,4.0,1.0,1.0
1639360444-2165,https://www.sociolla.com/146-face?page=2,,https://www.sociolla.com/highlighter/60498-highlight-rich-girl-in-area,barenbliss,Highlight! Rich Girl in Area,Highlight! Rich Girl in Area,Rp 79.000Rp 55.300,4.7,(14),10.0,Yes (12),No (0),Maybe (2),12.0,0.0,4.7,4.6,10.0,10.0,12.0,12.0,0.0,0.0
1639359974-2100,https://www.sociolla.com/146-face?page=6,,https://www.sociolla.com/compact-powder/11605-peko-no-sebum-pact,Holika Holika,Peko No Sebum Pact,Peko No Sebum Pact,Rp 158.000Rp 105.860,4.3,(14),12.0,Yes (7),No (2),Maybe (5),7.0,2.0,4.3,4.3,12.0,12.0,7.0,7.0,2.0,2.0
